stage,dataset_size,seed,normal_scenario,attack_type,phase_index,challenge_recall,mean_score,mean_mimicry_distance
sequence_v4,10,42,normal_staggered,gradual_exfiltration,3,0.0,0.3157265698064498,0.291015709561792
sequence_v4,10,42,normal_staggered,gradual_exfiltration,4,0.0,0.42651782346788586,0.3121854950141068
sequence_v4,10,42,normal_staggered,distributed_lateral_drift,1,0.0,0.31615000000000004,0.2516616237386737
sequence_v4,10,42,normal_staggered,distributed_lateral_drift,2,0.0,0.37341207437907903,0.26759983547069255
sequence_v4,10,42,normal_staggered,distributed_lateral_drift,3,0.0,0.3421605501100078,0.25118127364695575
sequence_v4,10,42,normal_staggered,distributed_lateral_drift,4,0.0,0.3881313576302079,0.2647417812678918
sequence_v4,10,42,normal_staggered,profile_poisoning_chain,1,0.0,0.24819999999999998,0.26851411394688374
sequence_v4,10,42,normal_staggered,profile_poisoning_chain,2,0.0,0.3644939704551479,0.2988947809447791
sequence_v4,10,42,normal_staggered,profile_poisoning_chain,3,0.0,0.5055595112029956,0.3363768886336242
sequence_v4,10,42,normal_staggered,profile_poisoning_chain,4,0.08333333333333333,0.6044461802010107,0.3826926815605642
hardened_v3_event,10,42,normal_nat_burst,stealth_mimicry_ato,1,0.0,0.32333333333333325,0.2567550335999325
hardened_v3_event,10,42,normal_nat_burst,stealth_mimicry_ato,2,0.0,0.16000000000000003,0.2612274972155065
hardened_v3_event,10,42,normal_nat_burst,stealth_mimicry_ato,3,0.0,0.32333333333333325,0.30911766047954975
hardened_v3_event,10,42,normal_nat_burst,stealth_mimicry_ato,4,0.0,0.17500000000000004,0.33472544635894746
hardened_v3_event,10,42,normal_nat_burst,slow_credential_probe,1,0.0,0.25666666666666677,0.27933848681387524
hardened_v3_event,10,42,normal_nat_burst,slow_credential_probe,2,0.0,0.08,0.26332762684388866
hardened_v3_event,10,42,normal_nat_burst,slow_credential_probe,3,0.0,0.4733333333333334,0.3170363520243444
hardened_v3_event,10,42,normal_nat_burst,slow_credential_probe,4,0.0,0.24499999999999997,0.397109702486737
hardened_v3_event,10,42,normal_nat_burst,session_replay_chain,1,0.0,0.3083333333333333,0.2760905920008411
hardened_v3_event,10,42,normal_nat_burst,session_replay_chain,2,0.0,0.3083333333333333,0.3135323483543771
hardened_v3_event,10,42,normal_nat_burst,session_replay_chain,3,0.0,0.32583333333333336,0.3575047845331301
hardened_v3_event,10,42,normal_nat_burst,session_replay_chain,4,0.25,0.48333333333333334,0.40924656819150984
hardened_v3_event,10,42,normal_nat_burst,gradual_exfiltration,1,0.0,0.32333333333333325,0.2636006344507761
hardened_v3_event,10,42,normal_nat_burst,gradual_exfiltration,2,0.0,0.16000000000000003,0.2678063585878296
hardened_v3_event,10,42,normal_nat_burst,gradual_exfiltration,3,0.0,0.3416666666666666,0.3088126482174996
hardened_v3_event,10,42,normal_nat_burst,gradual_exfiltration,4,0.0,0.21833333333333335,0.31656093845005695
hardened_v3_event,10,42,normal_nat_burst,distributed_lateral_drift,1,0.0,0.26,0.24961233199209104
hardened_v3_event,10,42,normal_nat_burst,distributed_lateral_drift,2,0.0,0.37625000000000003,0.2664070753363636
hardened_v3_event,10,42,normal_nat_burst,distributed_lateral_drift,3,0.0,0.36,0.2648576700303661
hardened_v3_event,10,42,normal_nat_burst,distributed_lateral_drift,4,0.0,0.3125,0.2671128720895418
hardened_v3_event,10,42,normal_nat_burst,profile_poisoning_chain,1,0.0,0.3083333333333333,0.2814719037006858
hardened_v3_event,10,42,normal_nat_burst,profile_poisoning_chain,2,0.0,0.2933333333333333,0.3123799416696797
hardened_v3_event,10,42,normal_nat_burst,profile_poisoning_chain,3,0.08333333333333333,0.44333333333333336,0.3511824280292391
hardened_v3_event,10,42,normal_nat_burst,profile_poisoning_chain,4,0.0,0.4366666666666667,0.3955894740402363
sequence_v4,10,42,normal_nat_burst,stealth_mimicry_ato,1,0.0,0.32333333333333325,0.2567550335999325
sequence_v4,10,42,normal_nat_burst,stealth_mimicry_ato,2,0.0,0.27133156616237536,0.2612274972155065
sequence_v4,10,42,normal_nat_burst,stealth_mimicry_ato,3,0.0,0.372255391842833,0.30911766047954975
sequence_v4,10,42,normal_nat_burst,stealth_mimicry_ato,4,0.0,0.44029767760997757,0.33472544635894746
sequence_v4,10,42,normal_nat_burst,slow_credential_probe,1,0.0,0.3140666666666667,0.27933848681387524
sequence_v4,10,42,normal_nat_burst,slow_credential_probe,2,0.0,0.3334621608579238,0.26332762684388866
sequence_v4,10,42,normal_nat_burst,slow_credential_probe,3,0.0,0.4733333333333334,0.3170363520243444
sequence_v4,10,42,normal_nat_burst,slow_credential_probe,4,0.0,0.4174242262654975,0.397109702486737
sequence_v4,10,42,normal_nat_burst,session_replay_chain,1,0.0,0.3183333333333333,0.2760905920008411
sequence_v4,10,42,normal_nat_burst,session_replay_chain,2,0.0,0.4737548373073319,0.3135323483543771
sequence_v4,10,42,normal_nat_burst,session_replay_chain,3,0.5,0.7265402831279557,0.3575047845331301
sequence_v4,10,42,normal_nat_burst,session_replay_chain,4,0.75,0.9260235705798022,0.40924656819150984
sequence_v4,10,42,normal_nat_burst,gradual_exfiltration,1,0.0,0.32333333333333325,0.2636006344507761
sequence_v4,10,42,normal_nat_burst,gradual_exfiltration,2,0.0,0.285748232829042,0.2678063585878296
sequence_v4,10,42,normal_nat_burst,gradual_exfiltration,3,0.0,0.3678672224122658,0.3088126482174996
sequence_v4,10,42,normal_nat_burst,gradual_exfiltration,4,0.0,0.4357729372273367,0.31656093845005695
sequence_v4,10,42,normal_nat_burst,distributed_lateral_drift,1,0.0,0.30095,0.24961233199209104
sequence_v4,10,42,normal_nat_burst,distributed_lateral_drift,2,0.0,0.37625000000000003,0.2664070753363636
sequence_v4,10,42,normal_nat_burst,distributed_lateral_drift,3,0.0,0.37570917623346123,0.2648576700303661
sequence_v4,10,42,normal_nat_burst,distributed_lateral_drift,4,0.0,0.38461920864822086,0.2671128720895418
sequence_v4,10,42,normal_nat_burst,profile_poisoning_chain,1,0.0,0.3183333333333333,0.2814719037006858
sequence_v4,10,42,normal_nat_burst,profile_poisoning_chain,2,0.0,0.4628879166666666,0.3123799416696797
sequence_v4,10,42,normal_nat_burst,profile_poisoning_chain,3,0.08333333333333333,0.512302219607518,0.3511824280292391
sequence_v4,10,42,normal_nat_burst,profile_poisoning_chain,4,0.5,0.7827582813683719,0.3955894740402363
hardened_v3_event,10,43,normal_staggered,stealth_mimicry_ato,1,0.0,0.2316666666666666,0.2517696888335059
hardened_v3_event,10,43,normal_staggered,stealth_mimicry_ato,2,0.0,0.24999999999999992,0.2693136711648107
hardened_v3_event,10,43,normal_staggered,stealth_mimicry_ato,3,0.0,0.27999999999999997,0.3000302029029186
hardened_v3_event,10,43,normal_staggered,stealth_mimicry_ato,4,0.0,0.27999999999999997,0.3407697793814903
hardened_v3_event,10,43,normal_staggered,slow_credential_probe,1,0.0,0.2241666666666667,0.2702994914833794
hardened_v3_event,10,43,normal_staggered,slow_credential_probe,2,0.0,0.16999999999999996,0.2728690399816785
hardened_v3_event,10,43,normal_staggered,slow_credential_probe,3,0.0,0.3966666666666667,0.3111262735761071
hardened_v3_event,10,43,normal_staggered,slow_credential_probe,4,0.08333333333333333,0.35833333333333334,0.41147529092432983
hardened_v3_event,10,43,normal_staggered,session_replay_chain,1,0.0,0.20166666666666666,0.2671828672295781
hardened_v3_event,10,43,normal_staggered,session_replay_chain,2,0.0,0.20166666666666666,0.30683029395163236
hardened_v3_event,10,43,normal_staggered,session_replay_chain,3,0.0,0.21916666666666665,0.34967938880183946
hardened_v3_event,10,43,normal_staggered,session_replay_chain,4,0.16666666666666666,0.36833333333333335,0.40301239010390494
hardened_v3_event,10,43,normal_staggered,gradual_exfiltration,1,0.0,0.2316666666666666,0.2519376015653162
hardened_v3_event,10,43,normal_staggered,gradual_exfiltration,2,0.0,0.24999999999999992,0.2721199223699236
hardened_v3_event,10,43,normal_staggered,gradual_exfiltration,3,0.0,0.2924999999999999,0.29880540054293
hardened_v3_event,10,43,normal_staggered,gradual_exfiltration,4,0.0,0.3233333333333333,0.32462407216238676
hardened_v3_event,10,43,normal_staggered,distributed_lateral_drift,1,0.0,0.3225,0.2563502715740117
hardened_v3_event,10,43,normal_staggered,distributed_lateral_drift,2,0.0,0.27,0.25613098430862674
hardened_v3_event,10,43,normal_staggered,distributed_lateral_drift,3,0.0,0.24750000000000003,0.25810544019602616
hardened_v3_event,10,43,normal_staggered,distributed_lateral_drift,4,0.0,0.2025,0.2541669061032725
hardened_v3_event,10,43,normal_staggered,profile_poisoning_chain,1,0.0,0.20166666666666666,0.2725469443242697
hardened_v3_event,10,43,normal_staggered,profile_poisoning_chain,2,0.0,0.26499999999999996,0.3047430004179607
hardened_v3_event,10,43,normal_staggered,profile_poisoning_chain,3,0.0,0.41500000000000004,0.34326041923804324
hardened_v3_event,10,43,normal_staggered,profile_poisoning_chain,4,0.0,0.4000000000000001,0.38671197906717864
sequence_v4,10,43,normal_staggered,stealth_mimicry_ato,1,0.0,0.2672999999999999,0.2517696888335059
sequence_v4,10,43,normal_staggered,stealth_mimicry_ato,2,0.0,0.29183971487680077,0.2693136711648107
sequence_v4,10,43,normal_staggered,stealth_mimicry_ato,3,0.0,0.3444027177800298,0.3000302029029186
sequence_v4,10,43,normal_staggered,stealth_mimicry_ato,4,0.0,0.41024740260700193,0.3407697793814903
sequence_v4,10,43,normal_staggered,slow_credential_probe,1,0.0,0.3038,0.2702994914833794
sequence_v4,10,43,normal_staggered,slow_credential_probe,2,0.0,0.32618802930037144,0.2728690399816785
sequence_v4,10,43,normal_staggered,slow_credential_probe,3,0.0,0.4110370188834258,0.3111262735761071
sequence_v4,10,43,normal_staggered,slow_credential_probe,4,0.08333333333333333,0.421542828231731,0.41147529092432983
sequence_v4,10,43,normal_staggered,session_replay_chain,1,0.0,0.25730000000000003,0.2671828672295781
sequence_v4,10,43,normal_staggered,session_replay_chain,2,0.0,0.4400739345503096,0.30683029395163236
sequence_v4,10,43,normal_staggered,session_replay_chain,3,0.25,0.6777885637437068,0.34967938880183946
sequence_v4,10,43,normal_staggered,session_replay_chain,4,0.75,0.9107014691112685,0.40301239010390494
sequence_v4,10,43,normal_staggered,gradual_exfiltration,1,0.0,0.2672999999999999,0.2519376015653162
sequence_v4,10,43,normal_staggered,gradual_exfiltration,2,0.0,0.294048048210134,0.2721199223699236
sequence_v4,10,43,normal_staggered,gradual_exfiltration,3,0.0,0.3321193844466965,0.29880540054293
sequence_v4,10,43,normal_staggered,gradual_exfiltration,4,0.0,0.420324783912616,0.32462407216238676
sequence_v4,10,43,normal_staggered,distributed_lateral_drift,1,0.0,0.32595,0.2563502715740117
sequence_v4,10,43,normal_staggered,distributed_lateral_drift,2,0.0,0.32183472795910806,0.25613098430862674
sequence_v4,10,43,normal_staggered,distributed_lateral_drift,3,0.0,0.3429384511411331,0.25810544019602616
sequence_v4,10,43,normal_staggered,distributed_lateral_drift,4,0.0,0.3412897064208264,0.2541669061032725
sequence_v4,10,43,normal_staggered,profile_poisoning_chain,1,0.0,0.25730000000000003,0.2725469443242697
sequence_v4,10,43,normal_staggered,profile_poisoning_chain,2,0.0,0.3809500216826613,0.3047430004179607
sequence_v4,10,43,normal_staggered,profile_poisoning_chain,3,0.0,0.5070024081321717,0.34326041923804324
sequence_v4,10,43,normal_staggered,profile_poisoning_chain,4,0.16666666666666666,0.6460082016353209,0.38671197906717864
hardened_v3_event,10,43,normal_nat_burst,stealth_mimicry_ato,1,0.0,0.28333333333333327,0.24584946586168419
hardened_v3_event,10,43,normal_nat_burst,stealth_mimicry_ato,2,0.0,0.15500000000000003,0.25148941606130354
hardened_v3_event,10,43,normal_nat_burst,stealth_mimicry_ato,3,0.0,0.29,0.2986645465356339
hardened_v3_event,10,43,normal_nat_burst,stealth_mimicry_ato,4,0.0,0.17583333333333337,0.32735549992656804
hardened_v3_event,10,43,normal_nat_burst,slow_credential_probe,1,0.0,0.22250000000000003,0.26656385007193256
hardened_v3_event,10,43,normal_nat_burst,slow_credential_probe,2,0.0,0.08666666666666667,0.2537378165622918
hardened_v3_event,10,43,normal_nat_burst,slow_credential_probe,3,0.0,0.4333333333333334,0.3066630385526165
hardened_v3_event,10,43,normal_nat_burst,slow_credential_probe,4,0.0,0.23999999999999996,0.39490491802628186
hardened_v3_event,10,43,normal_nat_burst,session_replay_chain,1,0.0,0.2683333333333333,0.2646494799404417
hardened_v3_event,10,43,normal_nat_burst,session_replay_chain,2,0.0,0.2683333333333333,0.3037945909782129
hardened_v3_event,10,43,normal_nat_burst,session_replay_chain,3,0.0,0.29833333333333334,0.3484995025770354
hardened_v3_event,10,43,normal_nat_burst,session_replay_chain,4,0.16666666666666666,0.43500000000000005,0.4030453333814701
hardened_v3_event,10,43,normal_nat_burst,gradual_exfiltration,1,0.0,0.28333333333333327,0.2509769023270989
hardened_v3_event,10,43,normal_nat_burst,gradual_exfiltration,2,0.0,0.15500000000000003,0.2584900318279792
hardened_v3_event,10,43,normal_nat_burst,gradual_exfiltration,3,0.0,0.3441666666666667,0.3001596364560483
hardened_v3_event,10,43,normal_nat_burst,gradual_exfiltration,4,0.08333333333333333,0.2575,0.3122958548463045
hardened_v3_event,10,43,normal_nat_burst,distributed_lateral_drift,1,0.0,0.2525,0.24876493705103964
hardened_v3_event,10,43,normal_nat_burst,distributed_lateral_drift,2,0.0,0.34375,0.25637430319677706
hardened_v3_event,10,43,normal_nat_burst,distributed_lateral_drift,3,0.0,0.3225,0.25683280065026837
hardened_v3_event,10,43,normal_nat_burst,distributed_lateral_drift,4,0.0,0.27,0.2553717045985936
hardened_v3_event,10,43,normal_nat_burst,profile_poisoning_chain,1,0.0,0.2683333333333333,0.2690452085847746
hardened_v3_event,10,43,normal_nat_burst,profile_poisoning_chain,2,0.0,0.24499999999999997,0.2997200594291463
hardened_v3_event,10,43,normal_nat_burst,profile_poisoning_chain,3,0.0,0.4100000000000001,0.3403432518281965
hardened_v3_event,10,43,normal_nat_burst,profile_poisoning_chain,4,0.0,0.395,0.3848977219422886
sequence_v4,10,43,normal_nat_burst,stealth_mimicry_ato,1,0.0,0.2849999999999999,0.24584946586168419
sequence_v4,10,43,normal_nat_burst,stealth_mimicry_ato,2,0.0,0.24837042278527957,0.25148941606130354
sequence_v4,10,43,normal_nat_burst,stealth_mimicry_ato,3,0.0,0.3209902494455432,0.2986645465356339
sequence_v4,10,43,normal_nat_burst,stealth_mimicry_ato,4,0.0,0.3930342916449476,0.32735549992656804
sequence_v4,10,43,normal_nat_burst,slow_credential_probe,1,0.0,0.29226666666666673,0.26656385007193256
sequence_v4,10,43,normal_nat_burst,slow_credential_probe,2,0.0,0.3228144939757664,0.2537378165622918
sequence_v4,10,43,normal_nat_burst,slow_credential_probe,3,0.0,0.43865181310317247,0.3066630385526165
sequence_v4,10,43,normal_nat_burst,slow_credential_probe,4,0.0,0.40549868903655345,0.39490491802628186
sequence_v4,10,43,normal_nat_burst,session_replay_chain,1,0.0,0.27999999999999997,0.2646494799404417
sequence_v4,10,43,normal_nat_burst,session_replay_chain,2,0.0,0.4217941283531222,0.3037945909782129
sequence_v4,10,43,normal_nat_burst,session_replay_chain,3,0.25,0.6592236544340215,0.3484995025770354
sequence_v4,10,43,normal_nat_burst,session_replay_chain,4,0.8333333333333334,0.909292058227229,0.4030453333814701
sequence_v4,10,43,normal_nat_burst,gradual_exfiltration,1,0.0,0.2849999999999999,0.2509769023270989
sequence_v4,10,43,normal_nat_burst,gradual_exfiltration,2,0.0,0.25057875611861286,0.2584900318279792
sequence_v4,10,43,normal_nat_burst,gradual_exfiltration,3,0.0,0.3646633744455432,0.3001596364560483
sequence_v4,10,43,normal_nat_burst,gradual_exfiltration,4,0.08333333333333333,0.46666587662823433,0.3122958548463045
sequence_v4,10,43,normal_nat_burst,distributed_lateral_drift,1,0.0,0.29345,0.24876493705103964
sequence_v4,10,43,normal_nat_burst,distributed_lateral_drift,2,0.0,0.34375,0.25637430319677706
sequence_v4,10,43,normal_nat_burst,distributed_lateral_drift,3,0.0,0.3529825413440133,0.25683280065026837
sequence_v4,10,43,normal_nat_burst,distributed_lateral_drift,4,0.0,0.3410321987800082,0.2553717045985936
sequence_v4,10,43,normal_nat_burst,profile_poisoning_chain,1,0.0,0.27999999999999997,0.2690452085847746
sequence_v4,10,43,normal_nat_burst,profile_poisoning_chain,2,0.0,0.40219374999999996,0.2997200594291463
sequence_v4,10,43,normal_nat_burst,profile_poisoning_chain,3,0.0,0.457339474189778,0.3403432518281965
sequence_v4,10,43,normal_nat_burst,profile_poisoning_chain,4,0.25,0.6757933848903627,0.3848977219422886
hardened_v3_event,10,44,normal_staggered,stealth_mimicry_ato,1,0.0,0.2758333333333333,0.2487213283944193
hardened_v3_event,10,44,normal_staggered,stealth_mimicry_ato,2,0.0,0.2316666666666667,0.26493895760972647
hardened_v3_event,10,44,normal_staggered,stealth_mimicry_ato,3,0.0,0.29749999999999993,0.3028015643687632
hardened_v3_event,10,44,normal_staggered,stealth_mimicry_ato,4,0.0,0.2766666666666666,0.3423934759656598
hardened_v3_event,10,44,normal_staggered,slow_credential_probe,1,0.0,0.2508333333333334,0.27000053155573306
hardened_v3_event,10,44,normal_staggered,slow_credential_probe,2,0.0,0.17,0.26941555392027877
hardened_v3_event,10,44,normal_staggered,slow_credential_probe,3,0.08333333333333333,0.43500000000000005,0.3139633693301242
hardened_v3_event,10,44,normal_staggered,slow_credential_probe,4,0.0,0.3533333333333333,0.4092538014126348
hardened_v3_event,10,44,normal_staggered,session_replay_chain,1,0.0,0.26333333333333336,0.2657349228782953
hardened_v3_event,10,44,normal_staggered,session_replay_chain,2,0.0,0.26333333333333336,0.30396707228579595
hardened_v3_event,10,44,normal_staggered,session_replay_chain,3,0.0,0.2866666666666666,0.35309700153926454
hardened_v3_event,10,44,normal_staggered,session_replay_chain,4,0.25,0.4383333333333333,0.4093168282593551
hardened_v3_event,10,44,normal_staggered,gradual_exfiltration,1,0.0,0.2758333333333333,0.2542855131667769
hardened_v3_event,10,44,normal_staggered,gradual_exfiltration,2,0.0,0.2316666666666667,0.2752610396799314
hardened_v3_event,10,44,normal_staggered,gradual_exfiltration,3,0.0,0.33916666666666667,0.30570945050696846
hardened_v3_event,10,44,normal_staggered,gradual_exfiltration,4,0.0,0.36250000000000004,0.3298182288676815
hardened_v3_event,10,44,normal_staggered,distributed_lateral_drift,1,0.0,0.32375,0.2558041050905248
hardened_v3_event,10,44,normal_staggered,distributed_lateral_drift,2,0.0,0.33875,0.25913155905780566
hardened_v3_event,10,44,normal_staggered,distributed_lateral_drift,3,0.0,0.29000000000000004,0.25406328822933655
hardened_v3_event,10,44,normal_staggered,distributed_lateral_drift,4,0.0,0.255,0.25924545312601793
hardened_v3_event,10,44,normal_staggered,profile_poisoning_chain,1,0.0,0.26333333333333336,0.27096729700664884
hardened_v3_event,10,44,normal_staggered,profile_poisoning_chain,2,0.0,0.2316666666666666,0.3037118034602047
hardened_v3_event,10,44,normal_staggered,profile_poisoning_chain,3,0.08333333333333333,0.4116666666666667,0.3407255158694768
hardened_v3_event,10,44,normal_staggered,profile_poisoning_chain,4,0.0,0.42666666666666675,0.3922303398359577
sequence_v4,10,44,normal_staggered,stealth_mimicry_ato,1,0.0,0.28750000000000003,0.2487213283944193
sequence_v4,10,44,normal_staggered,stealth_mimicry_ato,2,0.0,0.27339575865863375,0.26493895760972647
sequence_v4,10,44,normal_staggered,stealth_mimicry_ato,3,0.0,0.33420252310841353,0.3028015643687632
sequence_v4,10,44,normal_staggered,stealth_mimicry_ato,4,0.0,0.39334006761514556,0.3423934759656598
sequence_v4,10,44,normal_staggered,slow_credential_probe,1,0.0,0.3367781250000001,0.27000053155573306
sequence_v4,10,44,normal_staggered,slow_credential_probe,2,0.0,0.33811411387309304,0.26941555392027877
sequence_v4,10,44,normal_staggered,slow_credential_probe,3,0.08333333333333333,0.45365375335964114,0.3139633693301242
sequence_v4,10,44,normal_staggered,slow_credential_probe,4,0.0,0.46381331311643503,0.4092538014126348
sequence_v4,10,44,normal_staggered,session_replay_chain,1,0.0,0.27499999999999997,0.2657349228782953
sequence_v4,10,44,normal_staggered,session_replay_chain,2,0.0,0.4170442574514908,0.30396707228579595
sequence_v4,10,44,normal_staggered,session_replay_chain,3,0.16666666666666666,0.6382385615294053,0.35309700153926454
sequence_v4,10,44,normal_staggered,session_replay_chain,4,1.0,0.9342645400920286,0.4093168282593551
sequence_v4,10,44,normal_staggered,gradual_exfiltration,1,0.0,0.28750000000000003,0.2542855131667769
sequence_v4,10,44,normal_staggered,gradual_exfiltration,2,0.0,0.2797119552610973,0.2752610396799314
sequence_v4,10,44,normal_staggered,gradual_exfiltration,3,0.0,0.38769423285985627,0.30570945050696846
sequence_v4,10,44,normal_staggered,gradual_exfiltration,4,0.16666666666666666,0.49720950111031614,0.3298182288676815
sequence_v4,10,44,normal_staggered,distributed_lateral_drift,1,0.0,0.33240000000000003,0.2558041050905248
sequence_v4,10,44,normal_staggered,distributed_lateral_drift,2,0.0,0.36384176509694943,0.25913155905780566
sequence_v4,10,44,normal_staggered,distributed_lateral_drift,3,0.0,0.3460052634498277,0.25406328822933655
sequence_v4,10,44,normal_staggered,distributed_lateral_drift,4,0.0,0.35076131379215814,0.25924545312601793
sequence_v4,10,44,normal_staggered,profile_poisoning_chain,1,0.0,0.27499999999999997,0.27096729700664884
sequence_v4,10,44,normal_staggered,profile_poisoning_chain,2,0.0,0.4029866666666666,0.3037118034602047
sequence_v4,10,44,normal_staggered,profile_poisoning_chain,3,0.08333333333333333,0.45839782948770097,0.3407255158694768
sequence_v4,10,44,normal_staggered,profile_poisoning_chain,4,0.25,0.6826897826988324,0.3922303398359577
hardened_v3_event,10,44,normal_nat_burst,stealth_mimicry_ato,1,0.0,0.27333333333333326,0.25139152738336773
hardened_v3_event,10,44,normal_nat_burst,stealth_mimicry_ato,2,0.0,0.13000000000000003,0.25451820631966965
hardened_v3_event,10,44,normal_nat_burst,stealth_mimicry_ato,3,0.0,0.27999999999999997,0.3006296289064969
hardened_v3_event,10,44,normal_nat_burst,stealth_mimicry_ato,4,0.0,0.16,0.3275329257052239
hardened_v3_event,10,44,normal_nat_burst,slow_credential_probe,1,0.0,0.2241666666666667,0.27175928724601467
hardened_v3_event,10,44,normal_nat_burst,slow_credential_probe,2,0.0,0.055833333333333325,0.25837945168484955
hardened_v3_event,10,44,normal_nat_burst,slow_credential_probe,3,0.0,0.4233333333333334,0.3149672324152809
hardened_v3_event,10,44,normal_nat_burst,slow_credential_probe,4,0.0,0.22999999999999998,0.3974141400162265
hardened_v3_event,10,44,normal_nat_burst,session_replay_chain,1,0.0,0.2583333333333333,0.2691087140031385
hardened_v3_event,10,44,normal_nat_burst,session_replay_chain,2,0.0,0.2583333333333333,0.30730383154856594
hardened_v3_event,10,44,normal_nat_burst,session_replay_chain,3,0.0,0.2758333333333333,0.3569561651960229
hardened_v3_event,10,44,normal_nat_burst,session_replay_chain,4,0.16666666666666666,0.425,0.4107490571533062
hardened_v3_event,10,44,normal_nat_burst,gradual_exfiltration,1,0.0,0.27333333333333326,0.2540391639378954
hardened_v3_event,10,44,normal_nat_burst,gradual_exfiltration,2,0.0,0.13000000000000003,0.26046832192176356
hardened_v3_event,10,44,normal_nat_burst,gradual_exfiltration,3,0.0,0.29833333333333334,0.30065151472631396
hardened_v3_event,10,44,normal_nat_burst,gradual_exfiltration,4,0.0,0.20333333333333337,0.3114015338364307
hardened_v3_event,10,44,normal_nat_burst,distributed_lateral_drift,1,0.0,0.24500000000000005,0.24745338556043722
hardened_v3_event,10,44,normal_nat_burst,distributed_lateral_drift,2,0.0,0.3525,0.25799571910959096
